,Date - Heure,Taux de CO2 (g/kWh)
0,2022-06-27T01:45:00+02:00,52.0
1,2022-06-27T02:15:00+02:00,54.0
2,2022-06-27T03:15:00+02:00,54.0
3,2022-06-27T05:30:00+02:00,54.0
4,2022-06-27T05:45:00+02:00,55.0
5,2022-06-27T06:00:00+02:00,56.0
6,2022-06-27T06:30:00+02:00,53.0
7,2022-06-27T07:15:00+02:00,51.0
8,2022-06-27T09:45:00+02:00,48.0
9,2022-06-27T12:30:00+02:00,44.0
10,2022-06-27T12:45:00+02:00,45.0
11,2022-06-27T16:00:00+02:00,46.0
12,2022-06-27T16:15:00+02:00,46.0
13,2022-06-27T19:30:00+02:00,48.0
14,2022-06-27T20:15:00+02:00,50.0
15,2022-06-27T20:45:00+02:00,52.0
16,2022-06-27T21:00:00+02:00,53.0
17,2022-06-27T22:30:00+02:00,55.0
18,2022-06-27T23:00:00+02:00,52.0
19,2022-06-28T01:30:00+02:00,57.0
20,2022-06-28T01:45:00+02:00,57.0
21,2022-06-28T02:45:00+02:00,57.0
22,2022-06-28T05:30:00+02:00,57.0
23,2022-06-28T06:15:00+02:00,55.0
24,2022-06-28T06:45:00+02:00,55.0
25,2022-06-28T07:15:00+02:00,54.0
26,2022-06-28T09:00:00+02:00,51.0
27,2022-06-28T11:15:00+02:00,45.0
28,2022-06-28T14:00:00+02:00,43.0
29,2022-06-28T14:45:00+02:00,45.0
30,2022-06-28T15:15:00+02:00,46.0
31,2022-06-28T15:30:00+02:00,46.0
32,2022-06-28T16:45:00+02:00,44.0
33,2022-06-28T19:45:00+02:00,51.0
34,2022-06-28T21:00:00+02:00,53.0
35,2022-06-28T23:30:00+02:00,53.0
36,2022-06-28T23:45:00+02:00,53.0
37,2022-06-29T01:00:00+02:00,57.0
38,2022-06-29T01:15:00+02:00,59.0
39,2022-06-29T01:30:00+02:00,58.0
40,2022-06-29T03:45:00+02:00,59.0
41,2022-06-29T04:00:00+02:00,58.0
42,2022-06-29T06:00:00+02:00,59.0
43,2022-06-29T07:45:00+02:00,64.0
44,2022-06-29T08:30:00+02:00,61.0
45,2022-06-29T08:45:00+02:00,61.0
46,2022-06-29T09:00:00+02:00,60.0
47,2022-06-29T10:00:00+02:00,52.0
48,2022-06-29T11:15:00+02:00,44.0
49,2022-06-29T13:15:00+02:00,43.0
50,2022-06-29T13:45:00+02:00,41.0
51,2022-06-29T15:00:00+02:00,42.0
52,2022-06-29T16:15:00+02:00,44.0
53,2022-06-29T17:15:00+02:00,43.0
54,2022-06-29T17:45:00+02:00,44.0
55,2022-06-29T21:15:00+02:00,59.0
56,2022-06-29T23:00:00+02:00,55.0
57,2022-06-29T23:45:00+02:00,54.0
58,2022-06-30T00:45:00+02:00,56.0
59,2022-06-30T01:00:00+02:00,56.0
60,2022-06-30T02:15:00+02:00,60.0
61,2022-06-30T03:30:00+02:00,62.0
62,2022-06-30T03:45:00+02:00,63.0
63,2022-06-30T04:00:00+02:00,63.0
64,2022-06-30T05:15:00+02:00,63.0
65,2022-06-30T05:45:00+02:00,62.0
66,2022-06-30T06:45:00+02:00,58.0
67,2022-06-30T07:00:00+02:00,55.0
68,2022-06-30T07:30:00+02:00,53.0
69,2022-06-30T10:30:00+02:00,52.0
70,2022-06-30T11:15:00+02:00,51.0
71,2022-06-30T12:45:00+02:00,50.0
72,2022-06-30T13:00:00+02:00,49.0
73,2022-06-30T15:30:00+02:00,48.0
74,2022-06-30T16:15:00+02:00,49.0
75,2022-06-30T16:30:00+02:00,49.0
76,2022-06-30T16:45:00+02:00,49.0
77,2022-06-30T18:00:00+02:00,48.0
78,2022-06-30T20:45:00+02:00,53.0
79,2022-06-30T22:30:00+02:00,52.0
80,2022-07-01T00:45:00+02:00,49.0
81,2022-07-01T01:00:00+02:00,49.0
82,2022-07-01T02:15:00+02:00,54.0
83,2022-07-01T03:00:00+02:00,59.0
84,2022-07-01T04:30:00+02:00,62.0
85,2022-07-01T04:45:00+02:00,62.0
86,2022-07-01T06:45:00+02:00,54.0
87,2022-07-01T07:15:00+02:00,53.0
88,2022-07-01T08:15:00+02:00,51.0
89,2022-07-01T09:00:00+02:00,50.0
90,2022-07-01T09:30:00+02:00,49.0
91,2022-07-01T10:15:00+02:00,49.0
92,2022-07-01T10:30:00+02:00,49.0
93,2022-07-01T12:00:00+02:00,46.0
94,2022-07-01T12:45:00+02:00,45.0
95,2022-07-01T15:45:00+02:00,44.0
96,2022-07-01T16:30:00+02:00,45.0
97,2022-07-01T16:45:00+02:00,46.0
98,2022-07-01T17:00:00+02:00,47.0
99,2022-07-01T17:45:00+02:00,49.0
100,2022-07-01T18:00:00+02:00,49.0
101,2022-07-01T20:00:00+02:00,52.0
102,2022-07-01T22:15:00+02:00,55.0
103,2022-07-01T22:30:00+02:00,55.0
104,2022-07-01T23:45:00+02:00,57.0
105,2022-07-02T00:45:00+02:00,57.0
106,2022-07-02T01:30:00+02:00,35.0
107,2022-07-02T01:45:00+02:00,33.0
108,2022-07-02T02:15:00+02:00,34.0
109,2022-07-02T03:00:00+02:00,33.0
110,2022-07-02T03:15:00+02:00,33.0
111,2022-07-02T05:30:00+02:00,33.0
112,2022-07-02T08:00:00+02:00,31.0
113,2022-07-02T08:15:00+02:00,31.0
114,2022-07-02T08:30:00+02:00,30.0
115,2022-07-02T08:45:00+02:00,29.0
116,2022-07-02T10:15:00+02:00,25.0
117,2022-07-02T10:30:00+02:00,24.0
118,2022-07-02T10:45:00+02:00,24.0
119,2022-07-02T11:00:00+02:00,24.0
120,2022-07-02T11:45:00+02:00,23.0
121,2022-07-02T12:15:00+02:00,24.0
122,2022-07-02T12:45:00+02:00,25.0
123,2022-07-02T13:15:00+02:00,26.0
124,2022-07-02T14:15:00+02:00,27.0
125,2022-07-02T21:00:00+02:00,51.0
126,2022-07-02T21:15:00+02:00,52.0
127,2022-07-02T23:00:00+02:00,49.0
128,2022-07-02T23:30:00+02:00,53.0
129,2022-07-03T00:15:00+02:00,46.0
130,2022-07-03T01:00:00+02:00,36.0
131,2022-07-03T02:30:00+02:00,24.0
132,2022-07-03T03:15:00+02:00,25.0
133,2022-07-03T03:45:00+02:00,27.0
134,2022-07-03T04:00:00+02:00,26.0
135,2022-07-03T04:15:00+02:00,27.0
136,2022-07-03T04:30:00+02:00,27.0
137,2022-07-03T05:00:00+02:00,26.0
138,2022-07-03T08:00:00+02:00,25.0
139,2022-07-03T08:45:00+02:00,25.0
140,2022-07-03T09:45:00+02:00,23.0
141,2022-07-03T11:45:00+02:00,21.0
142,2022-07-03T12:30:00+02:00,20.0
143,2022-07-03T13:15:00+02:00,19.0
144,2022-07-03T14:30:00+02:00,21.0
145,2022-07-03T15:45:00+02:00,22.0
146,2022-07-03T16:00:00+02:00,22.0
147,2022-07-03T16:15:00+02:00,23.0
148,2022-07-03T19:30:00+02:00,45.0
149,2022-07-03T21:00:00+02:00,48.0
150,2022-07-03T22:00:00+02:00,50.0
151,2022-07-04T00:15:00+02:00,53.0
152,2022-07-04T02:00:00+02:00,40.0
153,2022-07-04T02:15:00+02:00,42.0
154,2022-07-04T02:45:00+02:00,42.0
155,2022-07-04T03:45:00+02:00,41.0
156,2022-07-04T05:15:00+02:00,44.0
157,2022-07-04T07:45:00+02:00,53.0
158,2022-07-04T08:15:00+02:00,52.0
159,2022-07-04T09:30:00+02:00,49.0
160,2022-07-04T10:45:00+02:00,51.0
161,2022-07-04T13:45:00+02:00,47.0
162,2022-07-04T18:45:00+02:00,65.0
163,2022-07-04T19:30:00+02:00,65.0
164,2022-07-04T23:00:00+02:00,52.0
165,2022-07-04T23:15:00+02:00,51.0
166,2022-07-05T02:15:00+02:00,61.0
167,2022-07-05T03:00:00+02:00,62.0
168,2022-07-05T05:15:00+02:00,61.0
169,2022-07-05T05:30:00+02:00,61.0
170,2022-07-05T08:00:00+02:00,54.0
171,2022-07-05T08:45:00+02:00,52.0
172,2022-07-05T10:45:00+02:00,53.0
173,2022-07-05T12:45:00+02:00,47.0
174,2022-07-05T14:30:00+02:00,47.0
175,2022-07-05T14:45:00+02:00,45.0
176,2022-07-05T16:30:00+02:00,47.0
177,2022-07-05T17:30:00+02:00,47.0
178,2022-07-05T20:00:00+02:00,51.0
179,2022-07-05T21:30:00+02:00,50.0
180,2022-07-05T22:00:00+02:00,49.0
181,2022-07-05T22:45:00+02:00,51.0
182,2022-07-05T23:45:00+02:00,49.0
183,2022-07-06T00:45:00+02:00,41.0
184,2022-07-06T01:30:00+02:00,40.0
185,2022-07-06T02:30:00+02:00,43.0
186,2022-07-06T02:45:00+02:00,43.0
187,2022-07-06T03:30:00+02:00,44.0
188,2022-07-06T04:00:00+02:00,44.0
189,2022-07-06T06:15:00+02:00,52.0
190,2022-07-06T10:45:00+02:00,50.0
191,2022-07-06T11:45:00+02:00,42.0
192,2022-07-06T12:45:00+02:00,47.0
193,2022-07-06T16:15:00+02:00,48.0
194,2022-07-06T18:30:00+02:00,54.0
195,2022-07-06T19:30:00+02:00,55.0
196,2022-07-06T20:00:00+02:00,56.0
197,2022-07-06T21:30:00+02:00,75.0
198,2022-07-06T22:30:00+02:00,73.0
199,2022-07-06T22:45:00+02:00,73.0
200,2022-07-06T23:30:00+02:00,71.0
201,2022-07-07T00:00:00+02:00,70.0
202,2022-07-07T02:00:00+02:00,66.0
203,2022-07-07T03:45:00+02:00,68.0
204,2022-07-07T06:30:00+02:00,67.0
205,2022-07-07T09:00:00+02:00,58.0
206,2022-07-07T10:45:00+02:00,53.0
207,2022-07-07T11:15:00+02:00,52.0
208,2022-07-07T17:00:00+02:00,52.0
209,2022-07-07T17:45:00+02:00,54.0
210,2022-07-07T18:00:00+02:00,60.0
211,2022-07-07T18:15:00+02:00,61.0
212,2022-07-07T19:00:00+02:00,61.0
213,2022-07-07T19:30:00+02:00,61.0
214,2022-07-07T22:00:00+02:00,57.0
215,2022-07-08T02:00:00+02:00,64.0
216,2022-07-08T04:30:00+02:00,68.0
217,2022-07-08T05:15:00+02:00,67.0
218,2022-07-08T06:30:00+02:00,65.0
219,2022-07-08T07:15:00+02:00,64.0
220,2022-07-08T08:30:00+02:00,67.0
221,2022-07-08T09:15:00+02:00,62.0
222,2022-07-08T12:15:00+02:00,50.0
223,2022-07-08T14:45:00+02:00,49.0
224,2022-07-08T18:00:00+02:00,53.0
225,2022-07-08T19:45:00+02:00,57.0
226,2022-07-08T20:45:00+02:00,61.0
227,2022-07-08T21:00:00+02:00,63.0
228,2022-07-08T22:00:00+02:00,60.0
229,2022-07-08T22:15:00+02:00,59.0
230,2022-07-08T23:00:00+02:00,57.0
231,2022-07-08T23:30:00+02:00,58.0
232,2022-07-09T00:45:00+02:00,62.0
233,2022-07-09T01:00:00+02:00,61.0
234,2022-07-09T02:15:00+02:00,57.0
235,2022-07-09T03:00:00+02:00,54.0
236,2022-07-09T05:15:00+02:00,56.0
237,2022-07-09T05:45:00+02:00,52.0
238,2022-07-09T08:00:00+02:00,46.0
239,2022-07-09T09:00:00+02:00,43.0
240,2022-07-09T13:45:00+02:00,28.0
241,2022-07-09T15:45:00+02:00,29.0
242,2022-07-09T17:00:00+02:00,33.0
243,2022-07-09T18:30:00+02:00,48.0
244,2022-07-09T22:15:00+02:00,52.0
245,2022-07-09T22:30:00+02:00,52.0
246,2022-07-09T23:00:00+02:00,51.0
247,2022-07-10T00:30:00+02:00,47.0
248,2022-07-10T02:00:00+02:00,44.0
249,2022-07-10T03:30:00+02:00,29.0
250,2022-07-10T04:15:00+02:00,28.0
251,2022-07-10T06:00:00+02:00,28.0
252,2022-07-10T09:30:00+02:00,26.0
253,2022-07-10T10:30:00+02:00,23.0
254,2022-07-10T10:45:00+02:00,23.0
255,2022-07-10T11:15:00+02:00,24.0
256,2022-07-10T14:15:00+02:00,24.0
257,2022-07-10T16:30:00+02:00,24.0
258,2022-07-10T18:15:00+02:00,31.0
259,2022-07-10T19:45:00+02:00,54.0
260,2022-07-10T21:00:00+02:00,59.0
261,2022-07-10T23:30:00+02:00,57.0
262,2022-07-11T04:00:00+02:00,57.0
263,2022-07-11T05:00:00+02:00,58.0
264,2022-07-11T07:30:00+02:00,57.0
265,2022-07-11T07:45:00+02:00,57.0
266,2022-07-11T11:15:00+02:00,48.0
267,2022-07-11T11:30:00+02:00,48.0
268,2022-07-11T14:30:00+02:00,47.0
269,2022-07-11T17:00:00+02:00,52.0
270,2022-07-11T17:15:00+02:00,51.0
271,2022-07-11T17:30:00+02:00,54.0
272,2022-07-11T17:45:00+02:00,54.0
273,2022-07-11T18:45:00+02:00,58.0
274,2022-07-11T19:15:00+02:00,56.0
275,2022-07-11T19:45:00+02:00,60.0
276,2022-07-11T20:30:00+02:00,60.0
277,2022-07-11T20:45:00+02:00,60.0
278,2022-07-12T03:30:00+02:00,66.0
279,2022-07-12T03:45:00+02:00,65.0
280,2022-07-12T04:30:00+02:00,68.0
281,2022-07-12T05:15:00+02:00,69.0
282,2022-07-12T09:00:00+02:00,61.0
283,2022-07-12T12:00:00+02:00,55.0
284,2022-07-12T12:15:00+02:00,56.0
285,2022-07-12T13:30:00+02:00,56.0
286,2022-07-12T14:00:00+02:00,57.0
287,2022-07-12T14:45:00+02:00,57.0
288,2022-07-12T16:00:00+02:00,58.0
289,2022-07-12T16:15:00+02:00,56.0
290,2022-07-12T19:15:00+02:00,64.0
291,2022-07-12T19:45:00+02:00,66.0
292,2022-07-12T21:00:00+02:00,69.0
293,2022-07-12T22:00:00+02:00,69.0
294,2022-07-13T05:00:00+02:00,76.0
295,2022-07-13T05:30:00+02:00,78.0
296,2022-07-13T05:45:00+02:00,83.0
297,2022-07-13T06:15:00+02:00,82.0
298,2022-07-13T06:45:00+02:00,85.0
299,2022-07-13T07:30:00+02:00,81.0
300,2022-07-13T08:45:00+02:00,75.0
301,2022-07-13T10:45:00+02:00,65.0
302,2022-07-13T11:00:00+02:00,65.0
303,2022-07-13T12:30:00+02:00,63.0
304,2022-07-13T16:00:00+02:00,60.0
305,2022-07-13T16:15:00+02:00,60.0
306,2022-07-13T17:15:00+02:00,63.0
307,2022-07-13T17:45:00+02:00,67.0
308,2022-07-13T19:00:00+02:00,79.0
309,2022-07-13T19:30:00+02:00,82.0
310,2022-07-13T19:45:00+02:00,84.0
311,2022-07-13T20:45:00+02:00,87.0
312,2022-07-13T21:30:00+02:00,89.0
313,2022-07-13T23:00:00+02:00,90.0
314,2022-07-14T00:30:00+02:00,72.0
315,2022-07-14T03:15:00+02:00,73.0
316,2022-07-14T03:30:00+02:00,72.0
317,2022-07-14T03:45:00+02:00,73.0
318,2022-07-14T05:45:00+02:00,71.0
319,2022-07-14T06:15:00+02:00,72.0
320,2022-07-14T08:30:00+02:00,63.0
321,2022-07-14T09:00:00+02:00,60.0
322,2022-07-14T09:45:00+02:00,57.0
323,2022-07-14T10:00:00+02:00,56.0
324,2022-07-14T10:15:00+02:00,59.0
325,2022-07-14T14:15:00+02:00,50.0
326,2022-07-14T14:45:00+02:00,50.0
327,2022-07-14T15:15:00+02:00,51.0
328,2022-07-14T15:30:00+02:00,52.0
329,2022-07-14T16:15:00+02:00,52.0
330,2022-07-14T17:45:00+02:00,55.0
331,2022-07-14T18:30:00+02:00,56.0
332,2022-07-14T20:30:00+02:00,62.0
333,2022-07-14T22:15:00+02:00,68.0
334,2022-07-14T23:45:00+02:00,61.0
335,2022-07-15T00:30:00+02:00,61.0
336,2022-07-15T01:45:00+02:00,60.0
337,2022-07-15T03:30:00+02:00,64.0
338,2022-07-15T05:00:00+02:00,65.0
339,2022-07-15T05:30:00+02:00,65.0
340,2022-07-15T06:15:00+02:00,61.0
341,2022-07-15T07:15:00+02:00,62.0
342,2022-07-15T07:30:00+02:00,64.0
343,2022-07-15T07:45:00+02:00,62.0
344,2022-07-15T08:45:00+02:00,59.0
345,2022-07-15T09:45:00+02:00,55.0
346,2022-07-15T10:30:00+02:00,54.0
347,2022-07-15T11:00:00+02:00,49.0
348,2022-07-15T11:30:00+02:00,50.0
349,2022-07-15T11:45:00+02:00,50.0
350,2022-07-15T12:45:00+02:00,49.0
351,2022-07-15T13:30:00+02:00,50.0
352,2022-07-15T16:15:00+02:00,55.0
353,2022-07-15T20:00:00+02:00,61.0
354,2022-07-15T20:30:00+02:00,62.0
355,2022-07-15T21:45:00+02:00,62.0
356,2022-07-15T22:30:00+02:00,60.0
357,2022-07-15T23:00:00+02:00,59.0
358,2022-07-16T04:15:00+02:00,64.0
359,2022-07-16T06:15:00+02:00,62.0
360,2022-07-16T07:00:00+02:00,62.0
361,2022-07-16T08:00:00+02:00,60.0
362,2022-07-16T08:45:00+02:00,59.0
363,2022-07-16T10:30:00+02:00,50.0
364,2022-07-16T10:45:00+02:00,49.0
365,2022-07-16T12:15:00+02:00,46.0
366,2022-07-16T14:30:00+02:00,42.0
367,2022-07-16T16:15:00+02:00,45.0
368,2022-07-16T16:30:00+02:00,46.0
369,2022-07-16T16:45:00+02:00,46.0
370,2022-07-16T17:00:00+02:00,47.0
371,2022-07-16T18:00:00+02:00,50.0
372,2022-07-16T19:15:00+02:00,51.0
373,2022-07-16T20:45:00+02:00,57.0
374,2022-07-16T23:00:00+02:00,53.0
375,2022-07-17T00:45:00+02:00,54.0
376,2022-07-17T01:15:00+02:00,43.0
377,2022-07-17T01:30:00+02:00,42.0
378,2022-07-17T02:30:00+02:00,46.0
379,2022-07-17T03:00:00+02:00,47.0
380,2022-07-17T03:15:00+02:00,48.0
381,2022-07-17T03:30:00+02:00,48.0
382,2022-07-17T04:30:00+02:00,53.0
383,2022-07-17T06:30:00+02:00,54.0
384,2022-07-17T07:00:00+02:00,52.0
385,2022-07-17T08:45:00+02:00,42.0
386,2022-07-17T09:00:00+02:00,41.0
387,2022-07-17T09:15:00+02:00,39.0
388,2022-07-17T11:30:00+02:00,33.0
389,2022-07-17T12:15:00+02:00,33.0
390,2022-07-17T13:15:00+02:00,34.0
391,2022-07-17T13:30:00+02:00,35.0
392,2022-07-17T14:15:00+02:00,35.0
393,2022-07-17T19:45:00+02:00,64.0
394,2022-07-17T20:00:00+02:00,64.0
395,2022-07-17T20:30:00+02:00,66.0
396,2022-07-17T21:00:00+02:00,66.0
397,2022-07-17T22:00:00+02:00,65.0
398,2022-07-17T22:15:00+02:00,60.0
399,2022-07-18T01:00:00+02:00,62.0
400,2022-07-18T01:30:00+02:00,69.0
401,2022-07-18T04:15:00+02:00,70.0
402,2022-07-18T05:15:00+02:00,68.0
403,2022-07-18T05:45:00+02:00,68.0
404,2022-07-18T06:15:00+02:00,69.0
405,2022-07-18T07:00:00+02:00,70.0
406,2022-07-18T11:30:00+02:00,58.0
407,2022-07-18T11:45:00+02:00,57.0
408,2022-07-18T12:00:00+02:00,57.0
409,2022-07-18T16:15:00+02:00,56.0
410,2022-07-18T16:30:00+02:00,56.0
411,2022-07-18T18:15:00+02:00,62.0
412,2022-07-18T19:30:00+02:00,68.0
413,2022-07-18T19:45:00+02:00,68.0
414,2022-07-18T21:15:00+02:00,71.0
415,2022-07-18T21:45:00+02:00,72.0
416,2022-07-19T01:00:00+02:00,68.0
417,2022-07-19T02:00:00+02:00,70.0
418,2022-07-19T03:15:00+02:00,73.0
419,2022-07-19T03:45:00+02:00,73.0
420,2022-07-19T04:00:00+02:00,73.0
421,2022-07-19T07:30:00+02:00,66.0
422,2022-07-19T09:00:00+02:00,75.0
423,2022-07-19T10:00:00+02:00,77.0
424,2022-07-19T11:15:00+02:00,71.0
425,2022-07-19T14:00:00+02:00,48.0
426,2022-07-19T15:30:00+02:00,51.0
427,2022-07-19T16:15:00+02:00,53.0
428,2022-07-19T19:45:00+02:00,64.0
429,2022-07-19T20:15:00+02:00,65.0
430,2022-07-19T21:00:00+02:00,65.0
431,2022-07-19T21:15:00+02:00,66.0
432,2022-07-19T22:15:00+02:00,70.0
433,2022-07-20T00:15:00+02:00,83.0
434,2022-07-20T01:45:00+02:00,89.0
435,2022-07-20T03:00:00+02:00,94.0
436,2022-07-20T03:15:00+02:00,94.0
437,2022-07-20T06:00:00+02:00,98.0
438,2022-07-20T11:45:00+02:00,79.0
439,2022-07-20T12:00:00+02:00,78.0
440,2022-07-20T13:00:00+02:00,76.0
441,2022-07-20T13:45:00+02:00,64.0
442,2022-07-20T15:00:00+02:00,63.0
443,2022-07-20T16:00:00+02:00,63.0
444,2022-07-20T16:45:00+02:00,58.0
445,2022-07-20T17:00:00+02:00,57.0
446,2022-07-20T18:30:00+02:00,60.0
447,2022-07-20T19:15:00+02:00,63.0
448,2022-07-20T19:30:00+02:00,63.0
449,2022-07-20T19:45:00+02:00,64.0
450,2022-07-20T22:15:00+02:00,72.0
451,2022-07-20T23:30:00+02:00,71.0
452,2022-07-21T00:30:00+02:00,68.0
453,2022-07-21T01:15:00+02:00,68.0
454,2022-07-21T02:15:00+02:00,69.0
455,2022-07-21T04:15:00+02:00,74.0
456,2022-07-21T05:00:00+02:00,76.0
457,2022-07-21T07:00:00+02:00,72.0
458,2022-07-21T08:45:00+02:00,64.0
459,2022-07-21T09:15:00+02:00,63.0
460,2022-07-21T10:00:00+02:00,62.0
461,2022-07-21T10:15:00+02:00,60.0
462,2022-07-21T10:45:00+02:00,59.0
463,2022-07-21T12:00:00+02:00,59.0
464,2022-07-21T14:30:00+02:00,57.0
465,2022-07-21T16:00:00+02:00,59.0
466,2022-07-21T16:15:00+02:00,61.0
467,2022-07-21T17:30:00+02:00,63.0
468,2022-07-21T17:45:00+02:00,63.0
469,2022-07-21T19:30:00+02:00,75.0
470,2022-07-21T21:45:00+02:00,82.0
471,2022-07-21T22:45:00+02:00,79.0
472,2022-07-21T23:00:00+02:00,78.0
473,2022-07-22T00:00:00+02:00,80.0
474,2022-07-22T00:15:00+02:00,80.0
475,2022-07-22T00:30:00+02:00,79.0
476,2022-07-22T01:45:00+02:00,75.0
477,2022-07-22T02:30:00+02:00,72.0
478,2022-07-22T05:45:00+02:00,72.0
479,2022-07-22T07:15:00+02:00,68.0
480,2022-07-22T07:30:00+02:00,67.0
481,2022-07-22T09:00:00+02:00,72.0
482,2022-07-22T09:15:00+02:00,70.0
483,2022-07-22T10:30:00+02:00,65.0
484,2022-07-22T12:00:00+02:00,60.0
485,2022-07-22T13:00:00+02:00,55.0
486,2022-07-22T13:15:00+02:00,57.0
487,2022-07-22T15:00:00+02:00,55.0
488,2022-07-22T15:45:00+02:00,59.0
489,2022-07-22T17:30:00+02:00,66.0
490,2022-07-22T17:45:00+02:00,66.0
491,2022-07-22T18:00:00+02:00,69.0
492,2022-07-22T22:30:00+02:00,75.0
493,2022-07-23T00:45:00+02:00,68.0
494,2022-07-23T02:45:00+02:00,73.0
495,2022-07-23T06:30:00+02:00,71.0
496,2022-07-23T07:15:00+02:00,74.0
497,2022-07-23T12:45:00+02:00,59.0
498,2022-07-23T13:00:00+02:00,60.0
499,2022-07-23T14:15:00+02:00,58.0
500,2022-07-23T14:45:00+02:00,59.0
501,2022-07-23T19:45:00+02:00,69.0
502,2022-07-23T20:00:00+02:00,71.0
503,2022-07-23T20:30:00+02:00,71.0
504,2022-07-23T23:15:00+02:00,68.0
505,2022-07-23T23:30:00+02:00,67.0
506,2022-07-23T23:45:00+02:00,68.0
507,2022-07-24T00:15:00+02:00,71.0
508,2022-07-24T01:00:00+02:00,72.0
509,2022-07-24T01:15:00+02:00,75.0
510,2022-07-24T02:30:00+02:00,73.0
511,2022-07-24T03:15:00+02:00,74.0
512,2022-07-24T05:00:00+02:00,71.0
513,2022-07-24T06:30:00+02:00,63.0
514,2022-07-24T08:30:00+02:00,55.0
515,2022-07-24T11:15:00+02:00,41.0
516,2022-07-24T21:45:00+02:00,68.0
517,2022-07-24T22:00:00+02:00,67.0
518,2022-07-24T22:15:00+02:00,67.0
519,2022-07-25T01:15:00+02:00,68.0
520,2022-07-25T02:00:00+02:00,69.0
521,2022-07-25T02:30:00+02:00,69.0
522,2022-07-25T03:15:00+02:00,70.0
523,2022-07-25T03:45:00+02:00,67.0
524,2022-07-25T04:00:00+02:00,66.0
525,2022-07-25T04:45:00+02:00,68.0
526,2022-07-25T10:00:00+02:00,59.0
527,2022-07-25T10:15:00+02:00,57.0
528,2022-07-25T12:00:00+02:00,48.0
529,2022-07-25T15:15:00+02:00,48.0
530,2022-07-25T17:15:00+02:00,51.0
531,2022-07-25T19:30:00+02:00,52.0
532,2022-07-25T20:00:00+02:00,52.0
533,2022-07-25T20:45:00+02:00,53.0
534,2022-07-25T21:45:00+02:00,56.0
535,2022-07-25T23:15:00+02:00,62.0
536,2022-07-26T00:15:00+02:00,62.0
537,2022-07-26T01:00:00+02:00,62.0
538,2022-07-26T01:30:00+02:00,65.0
539,2022-07-26T03:45:00+02:00,73.0
540,2022-07-26T04:00:00+02:00,74.0
541,2022-07-26T06:00:00+02:00,73.0
542,2022-07-26T07:00:00+02:00,70.0
543,2022-07-26T10:15:00+02:00,67.0
544,2022-07-26T14:30:00+02:00,51.0
545,2022-07-26T15:15:00+02:00,52.0
546,2022-07-26T15:45:00+02:00,51.0
547,2022-07-26T16:15:00+02:00,53.0
548,2022-07-26T16:30:00+02:00,53.0
549,2022-07-26T16:45:00+02:00,53.0
550,2022-07-26T22:00:00+02:00,69.0
551,2022-07-26T22:15:00+02:00,69.0
552,2022-07-26T23:45:00+02:00,61.0
553,2022-07-27T00:15:00+02:00,63.0
554,2022-07-27T02:15:00+02:00,70.0
555,2022-07-27T03:30:00+02:00,70.0
556,2022-07-27T04:15:00+02:00,72.0
557,2022-07-27T05:00:00+02:00,72.0
558,2022-07-27T08:15:00+02:00,65.0
559,2022-07-27T08:30:00+02:00,64.0
560,2022-07-27T10:45:00+02:00,59.0
561,2022-07-27T15:00:00+02:00,54.0
562,2022-07-27T15:45:00+02:00,56.0
563,2022-07-27T17:00:00+02:00,56.0
564,2022-07-27T19:30:00+02:00,56.0
565,2022-07-27T20:00:00+02:00,62.0
566,2022-07-27T23:00:00+02:00,60.0
567,2022-07-27T23:15:00+02:00,62.0
568,2022-07-27T23:30:00+02:00,60.0
569,2022-07-28T01:15:00+02:00,65.0
570,2022-07-28T01:30:00+02:00,65.0
571,2022-07-28T01:45:00+02:00,65.0
572,2022-07-28T02:00:00+02:00,66.0
573,2022-07-28T05:00:00+02:00,72.0
574,2022-07-28T07:15:00+02:00,68.0
575,2022-07-28T09:00:00+02:00,65.0
576,2022-07-28T12:30:00+02:00,54.0
577,2022-07-28T14:15:00+02:00,54.0
578,2022-07-28T14:30:00+02:00,53.0
579,2022-07-28T15:45:00+02:00,57.0
580,2022-07-28T16:45:00+02:00,59.0
581,2022-07-28T21:15:00+02:00,65.0
582,2022-07-28T22:00:00+02:00,63.0
583,2022-07-29T00:15:00+02:00,65.0
584,2022-07-29T00:45:00+02:00,63.0
585,2022-07-29T02:30:00+02:00,74.0
586,2022-07-29T03:15:00+02:00,78.0
587,2022-07-29T05:45:00+02:00,77.0
588,2022-07-29T07:45:00+02:00,68.0
589,2022-07-29T08:30:00+02:00,67.0
590,2022-07-29T09:00:00+02:00,65.0
591,2022-07-29T09:30:00+02:00,63.0
592,2022-07-29T09:45:00+02:00,61.0
593,2022-07-29T10:15:00+02:00,63.0
594,2022-07-29T10:45:00+02:00,62.0
595,2022-07-29T12:00:00+02:00,54.0
596,2022-07-29T12:15:00+02:00,56.0
597,2022-07-29T13:30:00+02:00,51.0
598,2022-07-29T13:45:00+02:00,51.0
599,2022-07-29T15:15:00+02:00,49.0
600,2022-07-29T17:00:00+02:00,53.0
601,2022-07-29T21:00:00+02:00,60.0
602,2022-07-30T00:00:00+02:00,62.0
603,2022-07-30T03:00:00+02:00,66.0
604,2022-07-30T03:15:00+02:00,69.0
605,2022-07-30T06:15:00+02:00,67.0
606,2022-07-30T06:30:00+02:00,64.0
